Title,Genres,Rank,Popularity,Score,Episodes,Episode length,Release Date
Afro Samurai Movie,"Action,Adventure",1542,2396,7.54,1,1 hr. 56 min.,Winter 2021
Yamada-kun to 7-nin no Majo (TV),"Comedy,Mystery,Romance,Supernatural",1449,225,7.57,12,24 min. per ep.,Spring 2015
Aa! Megami-sama! (TV) Specials,"Comedy,Romance,Supernatural",1600,3721,7.52,3,24 min. per ep.,Spring 2015
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,"Drama,Fantasy,Slice of Life",1541,4876,7.54,1,48 min.,Spring 2015
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,"Drama,Fantasy,Slice of Life",1544,3091,7.54,1,9 min.,Spring 2015
Fairy Tail: Final Series,"Action,Adventure,Fantasy",1493,420,7.55,51,23 min. per ep.,Fall 2018
Baka to Test to Shoukanjuu,"Comedy,Romance",1543,287,7.54,13,24 min. per ep.,Winter 2010
Oban Star-Racers,"Adventure,Sci-Fi",1650,2727,7.5,26,25 min. per ep.,Spring 2006
Minami-ke Betsubara,"Comedy,Slice of Life",1649,3563,7.5,1,25 min.,Spring 2006
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,"Comedy,Slice of Life",1549,3366,7.54,1,23 min.,Spring 2006
Zombieland Saga,"Comedy,Supernatural",1647,424,7.51,12,23 min. per ep.,Fall 2018
"Yondemasu yo, Azazel-san. (TV)","Comedy,Supernatural",1599,2150,7.52,13,12 min. per ep.,Spring 2011
Wakaokami wa Shougakusei! Movie,"Comedy,Slice of Life,Supernatural",1645,4660,7.51,1,1 hr. 34 min.,Spring 2011
Towa no Quon 5: Souzetsu no Raifuku,"Action,Sci-Fi,Supernatural",1644,3308,7.51,1,48 min.,Spring 2011
Yaoguai Mingdan 2nd Season,"Action,Comedy,Fantasy,Romance",1646,6003,7.51,21,16 min. per ep.,Spring 2011
Shiroi Suna no Aquatope,"Drama,Slice of Life",1643,1321,7.51,24,23 min. per ep.,Summer 2021
Ningen Shikkaku: Director's Cut-ban,"Drama,Slice of Life",1596,5544,7.52,1,1 hr. 29 min.,Summer 2021
High School DxD New,"Action,Comedy,Romance,Ecchi",1698,164,7.49,12,26 min. per ep.,Summer 2013
Shakugan no Shana III (Final),"Action,Drama,Fantasy,Romance,Supernatural",1597,872,7.52,24,23 min. per ep.,Fall 2011
Heppoko Jikken Animation Excel♥Saga,"Comedy,Sci-Fi",1695,1728,7.49,26,24 min. per ep.,Fall 1999
Hime-chan no Ribbon,"Comedy,Fantasy,Romance",1699,5996,7.49,61,24 min. per ep.,Fall 1992
Hetalia: The Beautiful World Specials,"Comedy,Fantasy,Romance",1697,4445,7.49,4,5 min. per ep.,Fall 1992
Hellsing,"Action,Horror,Supernatural",1694,247,7.49,13,23 min. per ep.,Fall 2001
Hanbun no Tsuki ga Noboru Sora,"Comedy,Drama,Romance",1693,1791,7.49,6,24 min. per ep.,Winter 2006
Hitoribocchi no Marumaru Seikatsu,"Comedy,Slice of Life",1700,1008,7.49,12,23 min. per ep.,Spring 2019
Doraemon Movie 26: Nobita no Kyouryuu 2006,"Adventure,Comedy",1691,5131,7.49,1,1 hr. 47 min.,Spring 2019
Detective Conan OVA 04: Conan and Kid and Crystal Mother,"Adventure,Mystery",1690,4565,7.49,1,25 min.,Spring 2019
Hetalia World Series,"Adventure,Mystery",1696,1665,7.49,48,5 min. per ep.,Spring 2019
Special A,"Comedy,Romance",1598,549,7.52,24,24 min. per ep.,Spring 2008
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy,Mystery",1689,5371,7.49,1,25 min.,Spring 2008
Angel Densetsu,"Action,Comedy",1748,3295,7.47,2,24 min. per ep.,Spring 2008
Carnival Phantasm EX Season,"Comedy,Supernatural",1749,2786,7.47,1,20 min.,Spring 2008
Kara no Kyoukai Movie 6: Boukyaku Rokuon,"Action,Mystery,Romance,Supernatural,Suspense",1744,1084,7.48,1,59 min.,Spring 2008
Ajin Part 1: Shoudou,"Action,Horror,Mystery,Supernatural",1746,2870,7.47,1,1 hr. 44 min.,Spring 2008
Acchi Kocchi: Place=Princess,"Comedy,Romance,Slice of Life",1745,2480,7.47,1,23 min.,Spring 2008
Major 2nd (TV) 2nd Season,"Comedy,Drama,Sports",1648,4339,7.5,25,24 min. per ep.,Spring 2020
Itsudatte Bokura no Koi wa 10 cm Datta.,"Comedy,Drama,Romance",1743,992,7.48,6,23 min. per ep.,Fall 2017
Hokuto no Ken Zero: Kenshirou Den,"Comedy,Drama,Romance",1741,5476,7.48,1,1 hr. 30 min.,Fall 2017
Hoozuki no Reitetsu 2nd Season OVA,"Comedy,Fantasy,Supernatural",1742,7460,7.48,3,26 min. per ep.,Fall 2017
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy,Fantasy",1739,2481,7.48,16,2 min. per ep.,Fall 2017
Chouyaku Hyakuninisshu: Uta Koi.,"Comedy,Romance",1800,3634,7.46,13,24 min. per ep.,Summer 2012
Akame ga Kill!,"Action,Fantasy",1747,28,7.47,24,23 min. per ep.,Summer 2014
Hetalia World Series Specials,"Action,Fantasy",1740,3919,7.48,4,5 min. per ep.,Summer 2014
Fairy Tail OVA,"Comedy,Fantasy,Ecchi",1738,1221,7.48,5,27 min. per ep.,Summer 2014
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,"Action,Fantasy,Romance",1750,1228,7.47,13,24 min. per ep.,Winter 2022
Furiko,"Drama,Romance,Slice of Life",1692,4314,7.49,1,4 min.,Winter 2022
Ano Ko Secret,"Drama,Romance,Slice of Life",1799,8722,7.46,1,3 min.,Winter 2022
Zero no Tsukaima F,"Adventure,Fantasy,Romance,Ecchi",1796,481,7.46,12,24 min. per ep.,Winter 2012
Wangan Midnight,"Adventure,Fantasy,Romance,Ecchi",1791,3210,7.46,26,25 min. per ep.,Summer 2007
Xue Ying Ling Zhu 2nd Season,"Action,Adventure,Fantasy,Romance",1794,10510,7.46,22,19 min. per ep.,Summer 2007
Yoku,"Action,Adventure,Fantasy,Romance",1795,12756,7.46,1,3 min.,Summer 2007
Tsugu Tsugumomo,"Action,Comedy,Supernatural,Ecchi",1789,1913,7.46,12,24 min. per ep.,Spring 2020
Orange: Mirai,"Drama,Romance,Sci-Fi",1850,1497,7.45,1,1 hr. 2 min.,Spring 2020
Neon Genesis Evangelion: Death & Rebirth,"Drama,Sci-Fi",1848,847,7.45,1,1 hr. 44 min.,Spring 2020
5-fun de Wakaru: Violet Evergarden,"Drama,Fantasy,Slice of Life",1797,7024,7.46,3,5 min. per ep.,Spring 2020
Xingchen Bian: Xingchen Yao Hai,"Action,Adventure,Fantasy,Romance",1793,10650,7.46,12,25 min. per ep.,Spring 2020
Wu Geng Ji Zhi Tianqi,"Action,Fantasy,Supernatural",1792,8924,7.46,42,16 min. per ep.,Spring 2020
Bleach Movie 1: Memories of Nobody,"Action,Adventure,Fantasy",1898,782,7.43,1,1 hr. 33 min.,Spring 2020
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action,Adventure,Fantasy",1899,880,7.43,1,1 hr. 32 min.,Spring 2020
Bai She II: Qing She Jie Qi,"Adventure,Fantasy",1897,9517,7.43,1,2 hr. 12 min.,Spring 2020
Ansatsu Kyoushitsu: Deai no Jikan,"Action,Comedy",1896,1474,7.43,1,10 min.,Spring 2020
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,"Action,Sci-Fi",1788,2314,7.46,1,34 min.,Spring 2020
Ajin,"Action,Horror,Mystery,Supernatural",1950,334,7.42,13,24 min. per ep.,Winter 2016
Uchuu no Kishi Tekkaman Blade,"Action,Adventure,Drama,Romance,Sci-Fi",1790,4730,7.46,49,25 min. per ep.,Winter 1992
Nodame Cantabile OVA,"Comedy,Romance,Slice of Life",1849,3669,7.45,1,21 min.,Winter 1992
Yu☆Gi☆Oh! 5D's,"Comedy,Romance,Slice of Life",1948,1448,7.42,154,24 min. per ep.,Spring 2008
Youjo Senki: Sabaku no Pasta Daisakusen,"Comedy,Romance,Slice of Life",1946,2830,7.42,1,16 min.,Spring 2008
Yowamushi Pedal: Re:ROAD,"Comedy,Romance,Slice of Life",1947,5628,7.42,1,1 hr. 29 min.,Spring 2008
WWW.Working!!,"Comedy,Romance,Slice of Life",1942,1314,7.42,13,23 min. per ep.,Fall 2016
Angel Beats!: Another Epilogue,"Comedy,Romance,Slice of Life",1798,845,7.46,1,2 min.,Fall 2016
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,"Comedy,Romance",1944,1899,7.42,2,30 min. per ep.,Fall 2016
Rozen Maiden,"Action,Comedy,Drama",1939,1007,7.42,12,24 min. per ep.,Fall 2004
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,"Drama,Mystery,Suspense",1940,984,7.42,12,23 min. per ep.,Fall 2015
Aikatsu!,"Drama,Mystery,Suspense",1949,3040,7.42,178,24 min. per ep.,Fall 2012
Boku no Hero Academia 5th Season,"Drama,Mystery,Suspense",1900,143,7.43,25,23 min. per ep.,Spring 2021
Mitsuboshi Colors,"Comedy,Slice of Life",1935,1861,7.42,12,23 min. per ep.,Winter 2018
Naruto: Shippuuden Movie 4 - The Lost Tower,"Action,Adventure,Fantasy",1937,883,7.42,1,1 hr. 25 min.,Winter 2018
Mobile Suit Gundam Wing: Operation Meteor,"Action,Adventure,Drama,Sci-Fi",1936,5429,7.42,4,1 hr. per ep.,Winter 2018
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,"Adventure,Comedy",1938,4235,7.42,1,1 hr.,Winter 2018
Micchiri Neko March,"Adventure,Comedy",1934,9286,7.42,1,3 min.,Winter 2018
Mardock Scramble: The Third Exhaust,"Action,Sci-Fi",1932,3294,7.42,1,1 hr. 8 min.,Winter 2018
Tetsuwan Birdy Decode,"Action,Comedy,Sci-Fi",1928,1874,7.43,13,24 min. per ep.,Summer 2008
Xian Wang de Richang Shenghuo 2,"Adventure,Comedy,Fantasy,Slice of Life",1929,2237,7.43,12,19 min. per ep.,Summer 2008
Yasashii Suisei,"Adventure,Comedy,Fantasy,Slice of Life",1945,9695,7.42,1,3 min.,Summer 2008
Tensai Ouji no Akaji Kokka Saisei Jutsu,"Comedy,Fantasy",1927,1067,7.43,12,24 min. per ep.,Winter 2022
Saki Zenkoku-hen,"Comedy,Fantasy",1999,3319,7.41,13,24 min. per ep.,Winter 2014
Shugo Chara!! Doki,"Comedy,Fantasy",2000,1774,7.41,51,24 min. per ep.,Fall 2008
Tenchi Muyou!,"Comedy,Romance,Sci-Fi",1926,2153,7.43,26,23 min. per ep.,Spring 1995
Pokemon XY: Mega Evolution,"Action,Adventure,Comedy,Fantasy",1998,3596,7.41,4,24 min. per ep.,Spring 1995
Pokemon Black and White 2: Introduction Movie,"Action,Fantasy",1997,4521,7.41,1,6 min.,Spring 1995
Lilac,"Action,Fantasy",2049,7761,7.4,1,5 min.,Spring 1995
Kimagure Orange☆Road OVA,"Comedy,Drama,Romance",2048,6391,7.4,8,26 min. per ep.,Spring 1995
Ling Long: Incarnation Final Chapter,"Action,Drama,Horror,Sci-Fi,Suspense",2050,11796,7.4,2,38 min. per ep.,Spring 1995
Zero no Tsukaima: Futatsuki no Kishi,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",1930,384,7.43,12,23 min. per ep.,Summer 2007
Tenchi Muyou! in Love,"Action,Comedy,Romance,Sci-Fi",1941,4009,7.42,1,1 hr. 34 min.,Summer 2007
Major 2nd (TV),"Comedy,Drama,Sports",1931,3446,7.42,25,24 min. per ep.,Spring 2018
Nisekoi OVA,"Comedy,Romance",2098,1247,7.38,3,26 min. per ep.,Spring 2018
Naruto x UT,"Action,Fantasy",2097,2692,7.38,1,6 min.,Spring 2018
Medaka Box Abnormal,"Action,Comedy,Ecchi",1933,1403,7.42,12,24 min. per ep.,Fall 2012
Joshiraku OVA,"Comedy,Slice of Life",2046,4149,7.4,1,23 min.,Fall 2012
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Action,Fantasy",2149,279,7.37,13,23 min. per ep.,Summer 2020
Xingchen Bian: Po Tian Mi Ju,"Action,Adventure,Fantasy,Romance",1943,11718,7.42,16,25 min. per ep.,Summer 2020
Oruchuban Ebichu,"Comedy,Ecchi",2100,2722,7.38,24,8 min. per ep.,Summer 1999
Lodoss-tou Senki,"Action,Adventure,Fantasy,Supernatural",2147,2386,7.37,13,25 min. per ep.,Summer 1999
Juan Siliang,"Action,Fantasy",2047,11153,7.4,15,20 min. per ep.,Summer 1999
Shakugan no Shana Movie,"Action,Fantasy,Supernatural",2159,2380,7.37,1,1 hr. 30 min.,Summer 1999
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"Comedy,Ecchi",2200,2000,7.36,6,3 min. per ep.,Summer 1999
Future GPX Cyber Formula,"Adventure,Sci-Fi",2199,6516,7.36,37,24 min. per ep.,Spring 1991
Futatsu no Spica,"Drama,Sci-Fi,Supernatural",2198,5611,7.36,20,25 min. per ep.,Fall 2003
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action,Sci-Fi",2196,1141,7.36,1,51 min.,Fall 2003
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,"Comedy,Romance",2250,5297,7.35,1,1 hr. 24 min.,Fall 2003
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,"Fantasy,Mystery,Supernatural",2148,1381,7.37,13,23 min. per ep.,Summer 2019
Kore wa Zombie Desu ka?,"Action,Comedy,Supernatural,Ecchi",2146,295,7.37,12,24 min. per ep.,Winter 2011
Jiang Ziya,"Action,Adventure,Fantasy",2045,6870,7.4,1,1 hr. 50 min.,Winter 2011
Sweat Punch,"Action,Fantasy",2247,3146,7.35,5,11 min. per ep.,Winter 2011
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Adventure,Comedy,Mystery",2300,5718,7.33,1,25 min.,Winter 2011
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,"Comedy,Sci-Fi",2298,7512,7.33,1,1 hr. 36 min.,Winter 2011
Fresh Precure!,"Action,Comedy,Fantasy,Slice of Life",2197,4755,7.36,50,25 min. per ep.,Winter 2009
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,"Comedy,Sports",2099,6104,7.38,1,24 min.,Winter 2009
D-Frag!*,"Comedy,Sports",2299,2395,7.33,1,24 min.,Winter 2009
Mini Dragon,"Comedy,Sports",2150,2657,7.37,13,1 min. per ep.,Winter 2009
Cardcaptor Sakura: Kero-chan ni Omakase!,"Comedy,Gourmet",2296,3474,7.33,1,10 min.,Winter 2009
Black Jack the Movie,"Comedy,Gourmet",2295,5217,7.33,1,1 hr. 33 min.,Winter 2009
The iDOLM@STER Cinderella Girls 2nd Season,"Comedy,Drama",2248,3273,7.35,12,24 min. per ep.,Summer 2015
Appleseed Saga Ex Machina,"Action,Sci-Fi",2294,3090,7.33,1,1 hr. 44 min.,Summer 2015
Aa! Megami-sama! (TV),"Comedy,Romance,Supernatural",2292,1279,7.33,24,24 min. per ep.,Winter 2005
Hitorijime My Hero,"Boys Love,Drama,Romance,Slice of Life",2288,1297,7.34,12,24 min. per ep.,Summer 2017
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Action,Comedy,Fantasy,Ecchi",2249,1818,7.35,1,1 hr.,Summer 2017
Lupin III: Kutabare! Nostradamus,"Action,Adventure,Comedy,Mystery",2290,5486,7.34,1,1 hr. 40 min.,Summer 2017
Aa! Megami-sama! (2011),"Comedy,Romance,Supernatural",2291,4111,7.33,3,28 min. per ep.,Summer 2017
Fuse: Teppou Musume no Torimonochou,"Action,Drama,Supernatural",2283,3381,7.34,1,1 hr. 50 min.,Summer 2017
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""","Action,Drama,Supernatural",2289,6028,7.34,1,23 min.,Summer 2017
Ginga Kikoutai Majestic Prince,"Action,Sci-Fi",2286,2566,7.34,24,23 min. per ep.,Spring 2013
Ansatsu Kyoushitsu: 365-nichi no Jikan,"Action,Comedy",2293,1762,7.33,1,1 hr. 32 min.,Spring 2013
Rurouni Kenshin Special,"Action,Romance",2349,4348,7.32,1,25 min.,Spring 2013
Ganbare Genki,"Action,Comedy,Sports",2285,9458,7.34,35,23 min. per ep.,Summer 1980
Saezuru Tori wa Habatakanai: Don't Stay Gold,"Boys Love,Drama",2350,4880,7.32,1,23 min.,Summer 1980
Future GPX Cyber Formula Saga,"Drama,Sci-Fi",2284,9395,7.34,8,30 min. per ep.,Summer 1980
Hataraku Saibou!!,"Drama,Sci-Fi",2287,844,7.34,8,23 min. per ep.,Winter 2021
"Chi's Sweet Home: Chi to Kocchi, Deau.","Comedy,Slice of Life",2297,6445,7.33,1,13 min.,Winter 2021
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,"Action,Comedy,Supernatural",2344,2017,7.32,1,1 hr.,Winter 2021
Mushibugyou,"Action,Fantasy,Ecchi",2345,1960,7.32,26,23 min. per ep.,Spring 2013
Mazinkaiser,"Adventure,Comedy,Sci-Fi",2342,5644,7.32,7,30 min. per ep.,Spring 2013
Onegai My Melody: Kuru Kuru Shuffle!,"Comedy,Fantasy",2347,7570,7.32,52,22 min. per ep.,Spring 2006
Mirai Nikki: Redial,"Comedy,Fantasy",2343,571,7.32,1,29 min.,Spring 2006
Xue Ying Ling Zhu,"Action,Adventure,Fantasy,Romance",2340,8482,7.33,26,19 min. per ep.,Spring 2006
Free!,"Action,Adventure,Fantasy,Romance",2282,206,7.34,12,24 min. per ep.,Summer 2013
Wan Jie Xian Zong 2nd Season,"Action,Adventure,Fantasy,Romance",2338,9328,7.33,40,7 min. per ep.,Summer 2013
Yao Shen Ji,"Action,Adventure,Fantasy,Romance",2341,4897,7.33,40,8 min. per ep.,Summer 2013
Xian Wang de Richang Shenghuo,"Adventure,Comedy,Fantasy,Slice of Life",2339,956,7.33,15,19 min. per ep.,Summer 2013
Tsuki to Laika to Nosferatu,"Adventure,Comedy,Fantasy,Slice of Life",2335,1524,7.33,12,23 min. per ep.,Fall 2021
Tetsujin 28-gou (2004),"Adventure,Drama,Sci-Fi",2334,7610,7.33,26,25 min. per ep.,Spring 2004
Uchuu Show e Youkoso,"Adventure,Fantasy",2336,3859,7.33,1,2 hr. 16 min.,Spring 2004
Nekojiru-sou,"Avant Garde,Comedy",2346,2186,7.32,1,32 min.,Spring 2004
Pokemon Movie 23: Koko,"Action,Adventure,Comedy,Fantasy",2348,4394,7.32,1,1 hr. 39 min.,Spring 2004
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Action,Fantasy",2397,1395,7.31,12,23 min. per ep.,Spring 2022
GJ-bu,"Comedy,Slice of Life",2400,1185,7.31,12,23 min. per ep.,Winter 2013
Sekirei: Pure Engagement,"Action,Comedy,Ecchi",2449,879,7.3,13,24 min. per ep.,Summer 2010
Senyuu.,"Action,Comedy,Fantasy",2450,1607,7.3,13,4 min. per ep.,Winter 2013
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,"Action,Sci-Fi",2469,3835,7.3,2,26 min. per ep.,Winter 2013
Ginban Kaleidoscope,"Drama,Romance,Sports,Supernatural",2398,2735,7.31,12,24 min. per ep.,Fall 2005
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy,Romance,Sci-Fi",2333,4778,7.33,1,43 min.,Fall 2005
Ginga Tetsudou no Yoru,"Drama,Fantasy,Mystery",2399,4129,7.31,1,1 hr. 45 min.,Fall 2005
School Rumble San Gakki,"Comedy,Romance",2448,2412,7.3,2,25 min. per ep.,Fall 2005
Ao no Exorcist: Kuro no Iede,"Comedy,Romance",2497,1446,7.29,1,24 min.,Fall 2005
Baka to Test to Shoukanjuu Specials,"Comedy,Romance",2500,2731,7.29,6,4 min. per ep.,Fall 2005
Tales of the Abyss,"Adventure,Drama,Fantasy",2549,1522,7.29,26,24 min. per ep.,Fall 2008
Wan Jie Xian Zong,"Action,Adventure,Fantasy,Romance",2337,8388,7.33,40,7 min. per ep.,Fall 2008
Atashin'chi,"Comedy,Slice of Life",2499,7631,7.29,330,25 min. per ep.,Spring 2002
Strike Witches: Road to Berlin,"Action,Sci-Fi,Ecchi",2332,4014,7.33,12,23 min. per ep.,Fall 2020
Tanaka-kun wa Kyou mo Kedaruge,"Action,Sci-Fi,Ecchi",2570,3167,7.28,35,30 sec. per ep.,Fall 2020
Suite Precure♪,"Action,Fantasy",2548,4843,7.29,48,24 min. per ep.,Winter 2011
Cuticle Tantei Inaba,"Action,Comedy,Mystery,Supernatural",2600,1789,7.27,12,23 min. per ep.,Winter 2013
Ashita no Joe 2 (Movie),"Drama,Sports",2498,7783,7.29,1,1 hr. 52 min.,Winter 2013
Brigadoon: Marin to Melan,"Adventure,Comedy,Drama,Sci-Fi",2598,5195,7.27,26,24 min. per ep.,Summer 2000
Captain Tsubasa J,"Action,Sports",2599,3649,7.27,47,27 min. per ep.,Fall 1994
MÄR,"Action,Adventure,Comedy,Fantasy",2649,2698,7.26,102,24 min. per ep.,Spring 2005
Mayo Chiki!,"Comedy,Romance,Ecchi",2647,398,7.26,13,24 min. per ep.,Summer 2011
Baki,"Comedy,Romance,Ecchi",2596,608,7.27,26,24 min. per ep.,Summer 2011
Mary to Majo no Hana,"Adventure,Fantasy",2646,1939,7.26,1,1 hr. 42 min.,Summer 2011
Mazinger Z,"Action,Drama,Sci-Fi",2648,4644,7.26,92,25 min. per ep.,Winter 1973
Maoyuu Maou Yuusha,"Adventure,Fantasy,Romance",2645,421,7.26,12,23 min. per ep.,Winter 2013
Yamada-kun to 7-nin no Majo,"Comedy,Supernatural",2643,2513,7.27,1,2 min.,Winter 2013
Tonikaku Kawaii: Kaisou,"Comedy,Romance",2640,2885,7.27,1,23 min.,Winter 2013
Wu Geng Ji Zhi San Jie,"Action,Fantasy,Supernatural",2642,9666,7.27,42,16 min. per ep.,Winter 2013
Tsuki ga Kirei Special,"Comedy,Romance",2641,3458,7.27,1,15 min.,Winter 2013
Mobile Suit Gundam Thunderbolt 2nd Season,"Action,Drama,Sci-Fi",2650,4233,7.26,4,21 min. per ep.,Winter 2013
To LOVE-Ru OVA,"Comedy,Sci-Fi,Ecchi",2639,1188,7.27,6,25 min. per ep.,Winter 2013
Koutetsujou no Kabaneri,"Action,Drama,Fantasy,Horror,Supernatural",2700,211,7.26,12,22 min. per ep.,Spring 2016
Kimi no Kokoro wa Kagayaiteru kai?,"Action,Drama,Fantasy,Horror,Supernatural",2698,5608,7.26,1,6 min.,Spring 2016
Kidou Tenshi Angelic Layer,"Comedy,Drama,Sci-Fi,Sports",2697,2515,7.26,26,24 min. per ep.,Spring 2001
Kinnikuman,"Adventure,Comedy,Sports",2699,5448,7.26,137,24 min. per ep.,Spring 1983
Kaidan Restaurant,"Horror,Mystery,Supernatural",2695,4691,7.26,23,19 min. per ep.,Fall 2009
Ookiku Furikabutte: Kihon no Kihon,"Drama,Sports",2750,5079,7.24,1,24 min.,Fall 2009
One Piece: Umi no Heso no Daibouken-hen,"Action,Adventure,Fantasy",2749,3327,7.24,1,49 min.,Fall 2009
Yume no Crayon Oukoku,"Adventure,Comedy,Fantasy",2644,8363,7.27,70,24 min. per ep.,Fall 1997
"Tokyo Ghoul: ""Jack""","Action,Fantasy,Horror",2363,862,7.32,1,30 min.,Fall 1997
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,"Adventure,Comedy,Mystery",2800,4939,7.23,1,23 min.,Fall 1997
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,"Adventure,Comedy,Mystery",2799,4315,7.23,1,24 min.,Fall 1997
Bokura ga Ita,"Drama,Romance,Slice of Life",2597,897,7.27,26,25 min. per ep.,Summer 2006
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Horror,Mystery",2798,152,7.23,13,24 min. per ep.,Summer 2013
Souten Kouro,"Action,Adventure",2638,4438,7.27,26,23 min. per ep.,Spring 2009
Cybersix,"Action,Adventure,Romance,Sci-Fi",2797,5863,7.23,13,23 min. per ep.,Fall 1999
Rurouni Kenshin: Special Techniques,"Action,Comedy",2850,5267,7.22,1,25 min.,Fall 1999
Re-Main,"Action,Comedy",2849,1743,7.22,12,23 min. per ep.,Summer 2021
No Doubt,"Action,Comedy",2748,9069,7.24,1,4 min.,Summer 2021
Patalliro!,"Adventure,Boys Love,Comedy,Romance",2845,6439,7.22,49,24 min. per ep.,Spring 1982
Plastic Neesan,"Adventure,Boys Love,Comedy,Romance",2847,1035,7.22,12,2 min. per ep.,Spring 1982
Planetarian: Snow Globe,"Drama,Sci-Fi",2846,5471,7.22,1,36 min.,Spring 1982
Kakegurui,"Drama,Mystery",2696,81,7.26,12,24 min. per ep.,Summer 2017
Outbreak Company,"Comedy,Fantasy",2843,582,7.22,12,24 min. per ep.,Fall 2013
Quanzhi Fashi,"Action,Fantasy",2848,1609,7.22,12,18 min. per ep.,Fall 2013
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,"Action,Adventure,Fantasy,Ecchi",2899,5708,7.22,1,31 min.,Fall 2013
Lupin III: Chi no Kokuin - Eien no Mermaid,"Action,Adventure,Comedy",2898,6545,7.22,1,1 hr. 32 min.,Fall 2013
Doraemon Movie 39: Nobita no Getsumen Tansaki,"Adventure,Fantasy,Sci-Fi",2772,8547,7.24,1,1 hr. 51 min.,Fall 2013
Video Girl Ai,"Comedy,Drama,Romance,Ecchi",2949,3696,7.21,6,29 min. per ep.,Fall 2013
Yu☆Gi☆Oh!,"Action,Comedy,Fantasy",2950,901,7.21,27,24 min. per ep.,Spring 1998
Tenchi Souzou Design-bu Special,"Comedy,Fantasy,Slice of Life",2947,5345,7.21,1,23 min.,Spring 1998
Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama,Romance,Sci-Fi",2946,4687,7.21,1,1 hr. 35 min.,Spring 1998
Owari no Seraph: The Beginning of the End,"Action,Drama,Supernatural",2844,2432,7.22,1,24 min.,Spring 1998
Mai Mai Shinko to Sennen no Mahou,"Adventure,Drama",2900,4852,7.22,1,1 hr. 35 min.,Spring 1998
Bakuman.: Deraman.,"Adventure,Drama",3000,4578,7.19,2,25 min. per ep.,Spring 1998
Lupin III (2015) Specials,"Action,Adventure,Comedy",2897,6275,7.22,2,25 min. per ep.,Spring 1998
Aikatsu Friends!,"Action,Adventure,Comedy",2998,5424,7.19,50,24 min. per ep.,Spring 2018
Tantei Opera Milky Holmes Dai 2 Maku,"Comedy,Mystery",2944,4443,7.21,12,24 min. per ep.,Winter 2012
Additional Memory,"Comedy,Mystery",2997,7272,7.19,1,4 min.,Winter 2012
"Tokyo Ghoul: ""Pinto""","Action,Fantasy,Horror",2948,1017,7.21,1,24 min.,Winter 2012
Planet With,"Action,Sci-Fi",3050,2534,7.18,12,23 min. per ep.,Summer 2018
Area no Kishi,"Comedy,Sports",2999,2199,7.19,37,25 min. per ep.,Winter 2012
Ookami-san to Shichinin no Nakama-tachi,"Comedy,Romance",3045,754,7.18,12,24 min. per ep.,Summer 2010
Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy,Romance,Slice of Life",3048,3063,7.18,1,24 min.,Summer 2010
Owari no Seraph: Kyuuketsuki Shahar,"Action,Drama,Supernatural",3047,2082,7.18,1,23 min.,Summer 2010
